TxHash,Type,Value,Fee,Status,MethodName
539021,OUT,50000000000000000,673083500000000,ok,disperse
7ed5a9,OUT,200000000000000000,1138109000000000,ok,disperse
f73135,OUT,100000000000000000,828092000000000,ok,disperse
05a1bd,OUT,20000000000000000,673083500000000,ok,disperse
b47c61,OUT,50000000000000000,673083500000000,ok,disperse
a0b529,OUT,220000000000000000,1292979500000000,ok,disperse
7e1855,OUT,50000000000000000,673083500000000,ok,disperse
9ef1ff,OUT,50000000000000000,672945500000000,ok,disperse
2bd937,OUT,60000000000000000,1115592000000000,ok,disperse
6e7142,OUT,50000000000000000,673083500000000,ok,disperse
8c6415,OUT,20000000000000000,673083500000000,ok,disperse
08bd31,OUT,70000000000000000,828092000000000,ok,disperse
1b34fc,OUT,20000000000000000,673083500000000,ok,disperse
8c6862,OUT,120000000000000000,983100500000000,ok,disperse
f55587,OUT,70000000000000000,828092000000000,ok,disperse
3a7d7c,OUT,20000000000000000,673083500000000,ok,disperse
f70f5a,OUT,40000000000000000,827954000000000,ok,disperse
3b78f0,OUT,20000000000000000,673083500000000,ok,disperse
42d12a,OUT,20000000000000000,673083500000000,ok,disperse
492621,OUT,70000000000000000,828092000000000,ok,disperse
9e1734,OUT,50000000000000000,672945500000000,ok,disperse
52554d,OUT,100000000000000000,828092000000000,ok,disperse
1c6b33,OUT,50000000000000000,673083500000000,ok,disperse
2b13ce,OUT,120000000000000000,983100500000000,ok,disperse
379a7d,OUT,120000000000000000,983100500000000,ok,disperse
917e8a,OUT,100000000000000000,828092000000000,ok,disperse
7e2c00,OUT,20000000000000000,673083500000000,ok,disperse
8db3a6,OUT,50000000000000000,673083500000000,ok,disperse
ce4647,OUT,50000000000000000,673083500000000,ok,disperse
f51f05,OUT,100000000000000000,828092000000000,ok,disperse
99aa48,OUT,100000000000000000,828092000000000,ok,disperse
fc3ec5,OUT,10000000000000000,673083500000000,ok,disperse
f9426f,OUT,70000000000000000,828092000000000,ok,disperse
a0e289,OUT,50000000000000000,673083500000000,ok,disperse
efe301,OUT,150000000000000000,982962500000000,ok,disperse
e60ded,OUT,70000000000000000,828092000000000,ok,disperse
793bce,OUT,20000000000000000,673083500000000,ok,disperse
6f309a,OUT,20000000000000000,673083500000000,ok,disperse
cced63,OUT,150000000000000000,983100500000000,ok,disperse
663f4c,OUT,100000000000000000,828092000000000,ok,disperse
54ed5d,OUT,20000000000000000,673083500000000,ok,disperse
1d5a97,OUT,100000000000000000,827954000000000,ok,disperse
3b0c49,OUT,50000000000000000,673083500000000,ok,disperse
59068e,OUT,50000000000000000,673083500000000,ok,disperse
146aa1,OUT,120000000000000000,982962500000000,ok,disperse
5de124,OUT,50000000000000000,673083500000000,ok,disperse
87feb9,OUT,100000000000000000,827954000000000,ok,disperse
75aa55,OUT,50000000000000000,673083500000000,ok,disperse
554340,OUT,50000000000000000,673083500000000,ok,disperse
0f181d,OUT,50000000000000000,673083500000000,ok,disperse
37d1e8,OUT,50000000000000000,673083500000000,ok,disperse
a1c9ac,OUT,50000000000000000,672945500000000,ok,disperse
1c85b8,OUT,200000000000000000,1138109000000000,ok,disperse
4e45e0,OUT,50000000000000000,673083500000000,ok,disperse
250dea,OUT,20000000000000000,673083500000000,ok,disperse
cd07c2,OUT,100000000000000000,828092000000000,ok,disperse
630bed,OUT,50000000000000000,673083500000000,ok,disperse
bfb0dc,OUT,70000000000000000,828092000000000,ok,disperse
348735,OUT,50000000000000000,673083500000000,ok,disperse
312dba,OUT,50000000000000000,673083500000000,ok,disperse
0568cc,OUT,20000000000000000,673083500000000,ok,disperse
35ca92,OUT,100000000000000000,828092000000000,ok,disperse
f9e14d,OUT,20000000000000000,673083500000000,ok,disperse
e40a1f,OUT,50000000000000000,672945500000000,ok,disperse
62cfb3,OUT,170000000000000000,1138109000000000,ok,disperse
b9f86f,OUT,200000000000000000,1138109000000000,ok,disperse
143549,OUT,150000000000000000,983100500000000,ok,disperse
a28453,OUT,150000000000000000,982962500000000,ok,disperse
0b3e4e,OUT,20000000000000000,673083500000000,ok,disperse
b0dc5d,OUT,100000000000000000,828092000000000,ok,disperse
91a08a,OUT,20000000000000000,673083500000000,ok,disperse
062923,OUT,70000000000000000,828092000000000,ok,disperse
3c10fa,OUT,100000000000000000,828092000000000,ok,disperse
1150de,OUT,50000000000000000,673083500000000,ok,disperse
3db82f,OUT,100000000000000000,828092000000000,ok,disperse
295e62,OUT,90000000000000000,983100500000000,ok,disperse
ad8f35,OUT,50000000000000000,673083500000000,ok,disperse
b355b7,OUT,50000000000000000,673083500000000,ok,disperse
92b089,OUT,50000000000000000,673083500000000,ok,disperse
0bbc58,OUT,50000000000000000,673083500000000,ok,disperse
649c1b,OUT,110000000000000000,1270600500000000,ok,disperse
1cebe9,OUT,210000000000000000,1580479500000000,ok,disperse
26f2d5,OUT,220000000000000000,1293117500000000,ok,disperse
855bb8,OUT,100000000000000000,828092000000000,ok,disperse
9401bb,OUT,50000000000000000,673083500000000,ok,disperse
bb0923,OUT,40000000000000000,828092000000000,ok,disperse
b6876c,OUT,50000000000000000,673083500000000,ok,disperse
40f5de,OUT,100000000000000000,828092000000000,ok,disperse
5162e0,OUT,50000000000000000,673083500000000,ok,disperse
2a51da,OUT,50000000000000000,673083500000000,ok,disperse
f3b2b1,OUT,50000000000000000,673083500000000,ok,disperse
e70921,OUT,70000000000000000,828092000000000,ok,disperse
e559cb,OUT,120000000000000000,983100500000000,ok,disperse
24aee5,OUT,50000000000000000,673083500000000,ok,disperse
25a81a,OUT,50000000000000000,673083500000000,ok,disperse
2b3fd9,OUT,50000000000000000,673083500000000,ok,disperse
ae10e3,OUT,150000000000000000,982962500000000,ok,disperse
85b74c,OUT,50000000000000000,673083500000000,ok,disperse
78bb14,OUT,50000000000000000,673083500000000,ok,disperse
686fe5,OUT,20000000000000000,673083500000000,ok,disperse
3a9189,OUT,50000000000000000,673083500000000,ok,disperse
b8d2ab,OUT,20000000000000000,673083500000000,ok,disperse
f33323,OUT,150000000000000000,982962500000000,ok,disperse
323a55,OUT,20000000000000000,673083500000000,ok,disperse
30755e,OUT,20000000000000000,673083500000000,ok,disperse
6033a8,OUT,50000000000000000,673083500000000,ok,disperse
d00902,OUT,100000000000000000,828092000000000,ok,disperse
6fb6c5,OUT,50000000000000000,673083500000000,ok,disperse
1f3b88,OUT,50000000000000000,673083500000000,ok,disperse
9c8245,OUT,50000000000000000,673083500000000,ok,disperse
53fe8e,OUT,50000000000000000,672945500000000,ok,disperse
ec6b48,OUT,50000000000000000,673083500000000,ok,disperse
7de1f6,OUT,50000000000000000,673083500000000,ok,disperse
2df90b,OUT,50000000000000000,673083500000000,ok,disperse
009bfe,OUT,270000000000000000,1448264000000000,ok,disperse
1d857d,OUT,50000000000000000,673083500000000,ok,disperse
4af0a8,OUT,50000000000000000,673083500000000,ok,disperse
811590,OUT,70000000000000000,828092000000000,ok,disperse
1b3b21,OUT,50000000000000000,673083500000000,ok,disperse
8c0158,OUT,100000000000000000,828092000000000,ok,disperse
407603,OUT,100000000000000000,828092000000000,ok,disperse
a04d0d,OUT,180000000000000000,1448264000000000,ok,disperse
8ed727,OUT,70000000000000000,828092000000000,ok,disperse
049d85,OUT,90000000000000000,983100500000000,ok,disperse
5ca578,OUT,50000000000000000,673083500000000,ok,disperse
9dba91,OUT,70000000000000000,828092000000000,ok,disperse
451dca,OUT,40000000000000000,828092000000000,ok,disperse
1eff1f,OUT,70000000000000000,827954000000000,ok,disperse
9e0667,OUT,50000000000000000,673083500000000,ok,disperse
5b9a1d,OUT,70000000000000000,828092000000000,ok,disperse
0c3d7f,OUT,50000000000000000,673083500000000,ok,disperse
8e2f74,OUT,50000000000000000,673083500000000,ok,disperse
9634dd,OUT,20000000000000000,673083500000000,ok,disperse
4effb4,OUT,20000000000000000,672945500000000,ok,disperse
47c225,OUT,120000000000000000,983100500000000,ok,disperse
f9bdd3,OUT,50000000000000000,673083500000000,ok,disperse
12955f,OUT,130000000000000000,1293117500000000,ok,disperse
eb45b8,OUT,90000000000000000,983100500000000,ok,disperse
3f6467,OUT,20000000000000000,672945500000000,ok,disperse
6b0761,OUT,40000000000000000,828092000000000,ok,disperse
becd54,OUT,100000000000000000,828092000000000,ok,disperse
89e40f,OUT,100000000000000000,828092000000000,ok,disperse
092ee6,OUT,20000000000000000,673083500000000,ok,disperse
27005d,OUT,80000000000000000,1270600500000000,ok,disperse
533cd9,OUT,100000000000000000,828092000000000,ok,disperse
520fc0,OUT,90000000000000000,983100500000000,ok,disperse
58ffc7,OUT,20000000000000000,673083500000000,ok,disperse
7897d6,OUT,150000000000000000,983100500000000,ok,disperse
a7c3f6,OUT,100000000000000000,828092000000000,ok,disperse
0c6efa,OUT,70000000000000000,828092000000000,ok,disperse
171ee8,OUT,140000000000000000,1138109000000000,ok,disperse
39fced,OUT,70000000000000000,828092000000000,ok,disperse
72b999,OUT,120000000000000000,982962500000000,ok,disperse
6b62cd,OUT,20000000000000000,673083500000000,ok,disperse
c8e176,OUT,90000000000000000,983100500000000,ok,disperse
d468c6,OUT,50000000000000000,673083500000000,ok,disperse
d1c3bd,OUT,20000000000000000,673083500000000,ok,disperse
72c2a3,OUT,50000000000000000,673083500000000,ok,disperse
200762,OUT,70000000000000000,828092000000000,ok,disperse
d9c5f9,OUT,70000000000000000,828092000000000,ok,disperse
c28d19,OUT,50000000000000000,673083500000000,ok,disperse
44a2aa,OUT,70000000000000000,828092000000000,ok,disperse
06cbf7,OUT,40000000000000000,827954000000000,ok,disperse
1eb99b,OUT,50000000000000000,673083500000000,ok,disperse
9ba7a3,OUT,50000000000000000,673083500000000,ok,disperse
e01843,OUT,20000000000000000,673083500000000,ok,disperse
42aa31,OUT,50000000000000000,673083500000000,ok,disperse
1e49e5,OUT,50000000000000000,673083500000000,ok,disperse
52d2f9,OUT,120000000000000000,983100500000000,ok,disperse
49812b,OUT,20000000000000000,673083500000000,ok,disperse
d304f1,OUT,40000000000000000,828092000000000,ok,disperse
008eac,OUT,40000000000000000,828092000000000,ok,disperse
c40c9a,OUT,50000000000000000,673083500000000,ok,disperse
2e916c,OUT,50000000000000000,673083500000000,ok,disperse
ffda76,OUT,50000000000000000,673083500000000,ok,disperse
9ab150,OUT,20000000000000000,673083500000000,ok,disperse
6de3c4,OUT,70000000000000000,827954000000000,ok,disperse
e0b491,OUT,50000000000000000,673083500000000,ok,disperse
e9c40b,OUT,20000000000000000,673083500000000,ok,disperse
07ec92,OUT,100000000000000000,828092000000000,ok,disperse
9d2f75,OUT,20000000000000000,673083500000000,ok,disperse
f1109d,OUT,50000000000000000,673083500000000,ok,disperse
bc3591,OUT,20000000000000000,673083500000000,ok,disperse
7e96d5,OUT,20000000000000000,673083500000000,ok,disperse
fdd2a3,OUT,10000000000000000,673083500000000,ok,disperse
2013ff,OUT,50000000000000000,673083500000000,ok,disperse
876236,OUT,20000000000000000,673083500000000,ok,disperse
8bcdf9,OUT,20000000000000000,673083500000000,ok,disperse
1e6c96,OUT,70000000000000000,828092000000000,ok,disperse
6e56aa,OUT,100000000000000000,828092000000000,ok,disperse
a92dc7,OUT,50000000000000000,673083500000000,ok,disperse
168b2b,OUT,130000000000000000,1425609000000000,ok,disperse
488281,OUT,50000000000000000,673083500000000,ok,disperse
eea31a,OUT,60000000000000000,1115592000000000,ok,disperse
964874,OUT,70000000000000000,828092000000000,ok,disperse
5ac301,OUT,100000000000000000,828092000000000,ok,disperse
38144c,OUT,50000000000000000,672945500000000,ok,disperse
623a03,OUT,90000000000000000,983100500000000,ok,disperse
385c48,OUT,170000000000000000,1138109000000000,ok,disperse
d1b0c2,OUT,170000000000000000,1138109000000000,ok,disperse
e745df,OUT,120000000000000000,983100500000000,ok,disperse
433957,OUT,70000000000000000,828092000000000,ok,disperse
c63e92,OUT,100000000000000000,828092000000000,ok,disperse
ff964c,OUT,50000000000000000,673083500000000,ok,disperse
553534,OUT,100000000000000000,827954000000000,ok,disperse
05373e,OUT,50000000000000000,673083500000000,ok,disperse
996a36,OUT,70000000000000000,827954000000000,ok,disperse
ee0e4d,OUT,220000000000000000,1292979500000000,ok,disperse
238f52,OUT,50000000000000000,673083500000000,ok,disperse
245479,OUT,80000000000000000,1270600500000000,ok,disperse
e04032,OUT,70000000000000000,827954000000000,ok,disperse
b7847d,OUT,200000000000000000,1138109000000000,ok,disperse
90516e,OUT,220000000000000000,1292979500000000,ok,disperse
21a42b,OUT,100000000000000000,828092000000000,ok,disperse
eeffdf,OUT,70000000000000000,828092000000000,ok,disperse
17e5ef,OUT,50000000000000000,673083500000000,ok,disperse
335fa4,OUT,50000000000000000,673083500000000,ok,disperse
ac41fd,OUT,50000000000000000,673083500000000,ok,disperse
408a3c,OUT,100000000000000000,827954000000000,ok,disperse
044158,OUT,70000000000000000,828092000000000,ok,disperse
130cc9,OUT,150000000000000000,1580617500000000,ok,disperse
ba2e5f,OUT,50000000000000000,673083500000000,ok,disperse
24036f,OUT,150000000000000000,983100500000000,ok,disperse
6e15ad,OUT,100000000000000000,828092000000000,ok,disperse
adf646,OUT,50000000000000000,673083500000000,ok,disperse
b885bd,OUT,240000000000000000,1448126000000000,ok,disperse
3eed00,OUT,70000000000000000,827954000000000,ok,disperse
60147d,OUT,50000000000000000,672945500000000,ok,disperse
9c1ca3,OUT,50000000000000000,673083500000000,ok,disperse
35ff25,OUT,20000000000000000,673083500000000,ok,disperse
7c440b,OUT,100000000000000000,828092000000000,ok,disperse
602898,OUT,70000000000000000,828092000000000,ok,disperse
ee8099,OUT,120000000000000000,983100500000000,ok,disperse
2ab0e5,OUT,120000000000000000,983100500000000,ok,disperse
812918,OUT,50000000000000000,673083500000000,ok,disperse
bac7e8,OUT,50000000000000000,673083500000000,ok,disperse
ec8bea,OUT,50000000000000000,673083500000000,ok,disperse
98f5da,OUT,50000000000000000,673083500000000,ok,disperse
9e1854,OUT,50000000000000000,673083500000000,ok,disperse
0a0a34,OUT,100000000000000000,827954000000000,ok,disperse
a4a4f6,OUT,50000000000000000,673083500000000,ok,disperse
bf9f1b,OUT,250000000000000000,1293117500000000,ok,disperse
b06e37,OUT,20000000000000000,673083500000000,ok,disperse
2cd839,OUT,50000000000000000,673083500000000,ok,disperse
cfef3d,OUT,20000000000000000,1403092000000000,ok,disperse
70896b,OUT,50000000000000000,673083500000000,ok,disperse
ece00f,OUT,70000000000000000,828092000000000,ok,disperse
7180ba,OUT,50000000000000000,673083500000000,ok,disperse
cf4265,OUT,50000000000000000,673083500000000,ok,disperse
7de5d8,OUT,50000000000000000,673083500000000,ok,disperse
644b2b,OUT,100000000000000000,828092000000000,ok,disperse
04a052,OUT,100000000000000000,828092000000000,ok,disperse
aadd43,OUT,100000000000000000,828092000000000,ok,disperse
86f9d2,OUT,90000000000000000,982686500000000,ok,disperse
d8d140,OUT,50000000000000000,673083500000000,ok,disperse
ffec40,OUT,50000000000000000,673083500000000,ok,disperse
ff7acc,OUT,50000000000000000,673083500000000,ok,disperse
b0c031,OUT,50000000000000000,673083500000000,ok,disperse
0f7d16,OUT,20000000000000000,673083500000000,ok,disperse
021cb6,OUT,140000000000000000,1138109000000000,ok,disperse
346c35,OUT,150000000000000000,983100500000000,ok,disperse
e63f41,OUT,20000000000000000,673083500000000,ok,disperse
9a490c,OUT,150000000000000000,983100500000000,ok,disperse
76b40b,OUT,20000000000000000,672945500000000,ok,disperse
632835,OUT,50000000000000000,673083500000000,ok,disperse
cef18f,OUT,40000000000000000,828092000000000,ok,disperse
a53c0d,OUT,110000000000000000,1270600500000000,ok,disperse
689dd7,OUT,100000000000000000,828092000000000,ok,disperse
e69541,OUT,150000000000000000,983100500000000,ok,disperse
f72d1a,OUT,220000000000000000,1293117500000000,ok,disperse
7ad4b4,OUT,170000000000000000,1138109000000000,ok,disperse
94a06d,OUT,50000000000000000,673083500000000,ok,disperse
7b7cfc,OUT,70000000000000000,1558100500000000,ok,disperse
f04ba4,OUT,120000000000000000,983100500000000,ok,disperse
d20a7c,OUT,250000000000000000,1293117500000000,ok,disperse
c08ce1,OUT,70000000000000000,828092000000000,ok,disperse
4853bd,OUT,90000000000000000,983100500000000,ok,disperse
b32ed6,OUT,170000000000000000,1138109000000000,ok,disperse
cc967a,OUT,370000000000000000,1758143000000000,ok,disperse
700583,OUT,150000000000000000,983100500000000,ok,disperse
7d556a,OUT,70000000000000000,828092000000000,ok,disperse
ae123d,OUT,50000000000000000,673083500000000,ok,disperse
95d614,OUT,70000000000000000,828092000000000,ok,disperse
fb668a,OUT,50000000000000000,673083500000000,ok,disperse
20a975,OUT,160000000000000000,1293117500000000,ok,disperse
10a524,OUT,100000000000000000,827954000000000,ok,disperse
29d4d2,OUT,90000000000000000,983100500000000,ok,disperse
df168d,OUT,330000000000000000,1913013500000000,ok,disperse
3dba10,OUT,20000000000000000,673083500000000,ok,disperse
33502b,OUT,70000000000000000,828092000000000,ok,disperse
d4404d,OUT,140000000000000000,1138109000000000,ok,disperse
c656d8,OUT,70000000000000000,828092000000000,ok,disperse
81e818,OUT,20000000000000000,673083500000000,ok,disperse
8486ee,OUT,50000000000000000,673083500000000,ok,disperse
d4d807,OUT,70000000000000000,828092000000000,ok,disperse
e3ab6e,OUT,20000000000000000,673083500000000,ok,disperse
52b037,OUT,170000000000000000,1138109000000000,ok,disperse
013649,OUT,90000000000000000,983100500000000,ok,disperse
5d55e0,OUT,50000000000000000,673083500000000,ok,disperse
e2ed7f,OUT,100000000000000000,828092000000000,ok,disperse
941e00,OUT,100000000000000000,828092000000000,ok,disperse
914a11,OUT,120000000000000000,983100500000000,ok,disperse
2c05fb,OUT,200000000000000000,1137971000000000,ok,disperse
17ab16,OUT,50000000000000000,673083500000000,ok,disperse
a74af0,OUT,70000000000000000,828092000000000,ok,disperse
2c2c6e,OUT,150000000000000000,982962500000000,ok,disperse
550112,OUT,50000000000000000,673083500000000,ok,disperse
f09732,OUT,270000000000000000,1448264000000000,ok,disperse
75a5b0,OUT,170000000000000000,1137971000000000,ok,disperse
4d58ac,OUT,50000000000000000,673083500000000,ok,disperse
2983c8,OUT,40000000000000000,828092000000000,ok,disperse
2b9903,OUT,40000000000000000,828092000000000,ok,disperse
715794,OUT,120000000000000000,983100500000000,ok,disperse
7ca452,OUT,20000000000000000,673083500000000,ok,disperse
f536e2,OUT,50000000000000000,673083500000000,ok,disperse
ce8c24,OUT,12310000000000000000,78016391000000000,ok,disperse
4c4a80,OUT,14560000000000000000,78016943000000000,ok,disperse
afd5b5,OUT,16440000000000000000,78303615000000000,ok,disperse
a4eca4,OUT,16780000000000000000,78018185000000000,ok,disperse
798f2e,OUT,17030000000000000000,78594013000000000,ok,disperse
8c0002,OUT,17050000000000000000,78018047000000000,ok,disperse
96838b,OUT,14760000000000000000,78016805000000000,ok,disperse
e529ea,OUT,15310000000000000000,78017495000000000,ok,disperse
714fd5,OUT,15740000000000000000,78305547000000000,ok,disperse
8f00f5,OUT,16960000000000000000,78018047000000000,ok,disperse
29e09f,OUT,16390000000000000000,78017495000000000,ok,disperse
ebc58e,OUT,14150000000000000000,78592357000000000,ok,disperse
18f526,OUT,15460000000000000000,78018461000000000,ok,disperse
63321a,OUT,15810000000000000000,78303753000000000,ok,disperse
19c9ca,OUT,13870000000000000000,78018185000000000,ok,disperse
bbf40a,OUT,13750000000000000000,78015701000000000,ok,disperse
583613,OUT,14500000000000000000,78015839000000000,ok,disperse
f86087,OUT,14440000000000000000,78017495000000000,ok,disperse
a0fa35,OUT,13330000000000000000,78016391000000000,ok,disperse
7eec80,OUT,13750000000000000000,78015701000000000,ok,disperse
53ff22,OUT,13900000000000000000,78018599000000000,ok,disperse
d8ad21,OUT,13990000000000000000,78018185000000000,ok,disperse
e89dc6,OUT,13280000000000000000,78592909000000000,ok,disperse
16d55e,OUT,13810000000000000000,78016391000000000,ok,disperse
7423ee,OUT,12180000000000000000,78306375000000000,ok,disperse
0e845a,OUT,10750000000000000000,78018047000000000,ok,disperse
298741,OUT,13270000000000000000,78017771000000000,ok,disperse
23c5c8,OUT,13690000000000000000,78017771000000000,ok,disperse
e12502,OUT,13450000000000000000,78018185000000000,ok,disperse
614829,OUT,14530000000000000000,78015287000000000,ok,disperse
ca8e4b,OUT,12370000000000000000,78017357000000000,ok,disperse
e44ddc,OUT,16090000000000000000,78017495000000000,ok,disperse
eb9e9d,OUT,14860000000000000000,78017357000000000,ok,disperse
861980,OUT,14910000000000000000,78015287000000000,ok,disperse
15f17b,OUT,14540000000000000000,78305823000000000,ok,disperse
dcc4c0,OUT,13830000000000000000,78304719000000000,ok,disperse
e9a79c,OUT,14620000000000000000,78018461000000000,ok,disperse
eec464,OUT,14100000000000000000,78016667000000000,ok,disperse
5aa574,OUT,15940000000000000000,78016943000000000,ok,disperse
da629c,OUT,15070000000000000000,78018185000000000,ok,disperse
eec137,OUT,14950000000000000000,78016805000000000,ok,disperse
9373b2,OUT,15340000000000000000,78018185000000000,ok,disperse
44b864,OUT,14830000000000000000,78016391000000000,ok,disperse
f3711d,OUT,14770000000000000000,78017771000000000,ok,disperse
55bb31,OUT,12400000000000000000,78018461000000000,ok,disperse
6124c9,OUT,14350000000000000000,78016943000000000,ok,disperse
408522,OUT,14140000000000000000,78017633000000000,ok,disperse
708e22,OUT,14440000000000000000,78018047000000000,ok,disperse
50aef8,OUT,13800000000000000000,78015563000000000,ok,disperse
fa4de0,OUT,13090000000000000000,78018599000000000,ok,disperse
b26501,OUT,10600000000000000000,78016943000000000,ok,disperse
f11218,OUT,11470000000000000000,78018047000000000,ok,disperse
7c7112,OUT,14110000000000000000,78016529000000000,ok,disperse
6c3276,OUT,16000000000000000000,78016115000000000,ok,disperse
9dffdd,OUT,16680000000000000000,78304581000000000,ok,disperse
325fa6,OUT,14680000000000000000,78017081000000000,ok,disperse
ee349e,OUT,14100000000000000000,78305547000000000,ok,disperse
e08fbb,OUT,14760000000000000000,78305547000000000,ok,disperse
b9b735,OUT,16230000000000000000,78016115000000000,ok,disperse
1116c2,OUT,740000000000000000,2997935000000000,ok,disperse
289269,OUT,18330000000000000000,63580015500000000,ok,disperse
6b54db,OUT,220000000000000000,1293117500000000,ok,disperse
5cfbb4,OUT,200000000000000000,1138109000000000,ok,disperse
928d87,OUT,690000000000000000,2843340500000000,ok,disperse
7f98c4,OUT,70000000000000000,827954000000000,ok,disperse
eaa540,OUT,16320000000000000000,78283720000000000,ok,disperse
4f9083,OUT,1600000000000000000,10259851500000000,ok,disperse
b033f8,OUT,10450000000000000000,50250526500000000,ok,disperse
0405a7,OUT,440000000000000000,2068022000000000,ok,disperse
0efaf4,OUT,2350000000000000000,8268224000000000,ok,disperse
ae5e0a,OUT,17190000000000000000,78016943000000000,ok,disperse
ebd371,OUT,15400000000000000000,78879995000000000,ok,disperse
56a44b,OUT,860000000000000000,3463236500000000,ok,disperse
db3113,OUT,390000000000000000,1913289500000000,ok,disperse
2fb404,OUT,760000000000000000,3153081500000000,ok,disperse
ffb100,OUT,1140000000000000000,4547882000000000,ok,disperse
b279e2,OUT,340000000000000000,1758281000000000,ok,disperse
6b5eb3,OUT,1100000000000000000,3928262000000000,ok,disperse
83c158,OUT,840000000000000000,3307952000000000,ok,disperse
ae5f03,OUT,320000000000000000,1603134500000000,ok,disperse
edf10a,OUT,220000000000000000,1293117500000000,ok,disperse
df9d5e,OUT,1120000000000000000,5013045500000000,ok,disperse
f493aa,OUT,400000000000000000,1758281000000000,ok,disperse
6244cb,OUT,590000000000000000,2533047500000000,ok,disperse
2204fd,OUT,2600000000000000000,9043404500000000,ok,disperse
52f7e6,OUT,2470000000000000000,8733249500000000,ok,disperse
e945dc,OUT,3680000000000000000,12297617000000000,ok,disperse
b4dcea,OUT,4700000000000000000,17678156500000000,ok,disperse
6adef5,OUT,460000000000000000,2223306500000000,ok,disperse
961314,OUT,560000000000000000,2533047500000000,ok,disperse
f9a38f,OUT,390000000000000000,1913151500000000,ok,disperse
d8debe,OUT,570000000000000000,2378315000000000,ok,disperse
e26522,OUT,2030000000000000000,7648190000000000,ok,disperse
954916,OUT,910000000000000000,3618383000000000,ok,disperse
63466b,OUT,390000000000000000,1913013500000000,ok,disperse
233509,OUT,1400000000000000000,5323338500000000,ok,disperse
010a79,OUT,840000000000000000,3308228000000000,ok,disperse
d18502,OUT,100000000000000000,827954000000000,ok,disperse
d072b7,OUT,1810000000000000000,7470664500000000,ok,disperse
c96b23,OUT,840000000000000000,3308366000000000,ok,disperse
a70312,OUT,610000000000000000,2688056000000000,ok,disperse
7da35c,OUT,370000000000000000,1758143000000000,ok,disperse
d6ac10,OUT,660000000000000000,2843340500000000,ok,disperse
7e51cb,OUT,860000000000000000,3462960500000000,ok,disperse
23e1ac,OUT,3270000000000000000,12275790000000000,ok,disperse
e3e793,OUT,1020000000000000000,4503262000000000,ok,disperse
a2f72f,OUT,320000000000000000,1602996500000000,ok,disperse
da4d59,OUT,290000000000000000,1603272500000000,ok,disperse
90adf7,OUT,1560000000000000000,6695208000000000,ok,disperse
afe8b6,OUT,1500000000000000000,5633217500000000,ok,disperse
e195bd,OUT,1140000000000000000,4548434000000000,ok,disperse
0cea7b,OUT,970000000000000000,3618107000000000,ok,disperse
de66ce,OUT,1710000000000000000,6407846000000000,ok,disperse
1b3f4b,OUT,800000000000000000,3463374500000000,ok,disperse
424848,OUT,1080000000000000000,4238279000000000,ok,disperse
b535f8,OUT,50000000000000000,673083500000000,ok,disperse
e09110,OUT,540000000000000000,2378315000000000,ok,disperse
ea3339,OUT,4140000000000000000,14933175500000000,ok,disperse
a21256,OUT,2350000000000000000,9198275000000000,ok,disperse
168c79,OUT,900000000000000000,3773253500000000,ok,disperse
09ceb9,OUT,1340000000000000000,4858313000000000,ok,disperse
8e1ec5,OUT,820000000000000000,3618107000000000,ok,disperse
b98940,OUT,1550000000000000000,6384777000000000,ok,disperse
099ff0,OUT,9130000000000000000,34240721000000000,ok,disperse
da0731,OUT,160000000000000000,1425471000000000,ok,disperse
04c358,OUT,420000000000000000,1913151500000000,ok,disperse
55d4d5,OUT,1000000000000000000,4083132500000000,ok,disperse
6e275c,OUT,100000000000000000,827954000000000,ok,disperse
431916,OUT,1090000000000000000,4548296000000000,ok,disperse
5f1dbe,OUT,660000000000000000,2843340500000000,ok,disperse
42a086,OUT,270000000000000000,1447988000000000,ok,disperse
16ab04,OUT,790000000000000000,3883228000000000,ok,disperse
531ff7,OUT,290000000000000000,1603272500000000,ok,disperse
5fd8e8,OUT,1130000000000000000,4393149500000000,ok,disperse
cfe3ca,OUT,320000000000000000,1603272500000000,ok,disperse
1a8f9c,OUT,470000000000000000,2068160000000000,ok,disperse
e4ba32,OUT,860000000000000000,3463098500000000,ok,disperse
90a1c0,OUT,200000000000000000,1138109000000000,ok,disperse
34ed67,OUT,270000000000000000,1448126000000000,ok,disperse
c1064f,OUT,450000000000000000,1913289500000000,ok,disperse
f58fbe,OUT,50000000000000000,673083500000000,ok,disperse
37e8d8,OUT,250000000000000000,1603272500000000,ok,disperse
82395e,OUT,50000000000000000,673083500000000,ok,disperse
8edcbd,OUT,870000000000000000,3308228000000000,ok,disperse
9ace6d,OUT,250000000000000000,1293117500000000,ok,disperse
c6d5f5,OUT,220000000000000000,1293117500000000,ok,disperse
5482df,OUT,370000000000000000,1758281000000000,ok,disperse
f0bd56,OUT,550000000000000000,2223306500000000,ok,disperse
a22b67,OUT,540000000000000000,2378315000000000,ok,disperse
73f0d7,OUT,340000000000000000,1758281000000000,ok,disperse
b5a5f3,OUT,540000000000000000,2378315000000000,ok,disperse
4b8b5b,OUT,1160000000000000000,4393011500000000,ok,disperse
eafad4,OUT,340000000000000000,1758281000000000,ok,disperse
1fbf6c,OUT,240000000000000000,1448126000000000,ok,disperse
33dafe,OUT,70000000000000000,828092000000000,ok,disperse
